Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Luminosity,AB_Mag,Weight,Distance (pc)
qlp-s14-ffi,QLP,294176967,1170.01,PC,300.8051551,52.0408652,300.805115,52.04084152,10.349,0.007,1683.48115,0.00364,0.91397,0.0002,1.955,0.187,883.802,1.26527,[14],,3.61,0.08,1,3.34,0.08,10.9073,0.484489,2933,7875,92.1,12286.1,28,1.48E+35,10.79125768,0.3,100
qlp-s46-tois,UNKNOWN,186812530,503.01,CP,124.32041,12.601365,124.3203646,12.6013217,9.187,0.018,2573.196069,0.00022,3.6773551,1.90E-06,1.485,0.179,3920,1.84551,"[7, 34, 44, 45, 46]",confirmed brown dwarf,4.28126,0.47567,1,1.68,0.06,11.5816,0.456453,1587,7887,218,1053.63,156,3.77E+34,9.629257675,0.3,100
spoc-s55-b02,SPOC/QLP,354619337,5821.01,KP,317.5515514,10.73887353,317.5515264,10.73889669,8.08821,0.006,2798.285937,0.00015037,2.148787199,2.04E-05,4.167148992,0.011060316,7058.741068,27.764378,[55], MASCARA-1 b,4.105,0.0759884,1,2.015660048,0.0594347,17.4790409,0.5180879,2463.361388,7893,138.264,8702.289373,236.9704,5.44E+34,8.530467675,0.3,100
qlp-s57-faintsearch,QLP,66788350,6228.01,PC,342.0404779,48.5485039,342.0404874,48.54849767,11.618,0.009,2880.856197,0.0008443,3.3338016,3.40E-06,2.902,0.358,5100,97.3139,"[16, 17, 56, 57]",found in faint-star QLP search,4.04,0.08,1,2.17,0.09,15.1293,0.620812,1926,7894,130.3,2284.74,39,6.31E+34,12.06025768,0.3,100
qlp-s19-ffi,QLP,353367071,1663.01,PC,89.9348633,33.5069971,89.93484746,33.50696943,9.841,0.006,1819.39874,0.00213,2.37532,0.00039,2.957,0.245,1940,150.099,"[18, 19]",,4.06,0.1,1,2.11,0.17,13.5855,3.05985,3490,7895.7,147.4,24634.5,24,5.97E+34,10.28325768,0.3,100
spoc-s01-s39-b0A-PC,QLP,118084044,2001.01,PC,128.181354,-58.57553,128.1813554,-58.57551075,8.907,0.017,2988.668319,0.000906459,2.743456489,0.000124174,1.772136941,0.08360659,1517.513638,102.388596,"[8, 9, 10, 35, 36, 37, 61, 62, 63]",evolved host,3.6,0.52,1,3.961149931,0.166342,24.41528184,14.916622,3128.203909,7896.3,247,22630.8684,20.877892,2.10E+35,9.349257675,0.3,100
qlp-s34-tois,CTOI,112316665,2577.01,PC,112.023006,-34.3431134,112.0229785,-34.34311195,11.595,0.006,2252.521548,0.0013727,3.7494409,1.04E-05,2.452,0.295,4860,5.1954,"[7, 34]",CTOI from Olmschenk (2021),4.16,0.08,1,1.89,0.06,13.2544,0.648718,1635,7899,143.5,1186.51,32,4.80E+34,12.03725768,0.3,100
qlp-s09-faintsearch,QLP,90127880,2914.01,PC,127.6238215,-48.8206361,127.6237845,-48.82061211,13.21,0.009,2275.050164,0.0045402,3.0518616,2.29E-05,3.059,0.464,6200,11.1097,"[8, 9, 35]",found in faint-star QLP search,4.14,,1,1.94,,15.1736,,2031,7902,122,2829.69,13,5.06E+34,13.65225768,0.3,100
qlp-s11-faintsearch,QLP,391510223,3175.01,PC,161.5246583,-61.8698469,161.5246583,-61.86984686,13.651,0.006,1621.494928,0.0070756,1.6549485,0.0004104,2.821,0.489,10740,32.7659,"[10, 11]",found in faint-star QLP search,,,1,,,,,2641,7910,478.9,8082.49,10,0,14.09325768,0.3,100
qlp-s06-faintsearch,QLP,35636165,2776.01,PC,102.219208,-16.7805097,102.2191968,-16.78050299,13.368,0.015,2224.383812,0.0026623,3.4590552,1.64E-05,3.001,0.255,8820,6.49569,"[6, 7, 33]",found in faint-star QLP search; CTOI from Olmschenk et al. (2021),4.19,,1,1.83,,17.1001,,1845,7911,122,1927.33,19,4.52E+34,13.81025768,0.3,100
spoc-s01-s36-b0H,SPOC,340458804,4510.01,PC,115.6390897,-58.6233051,115.6390484,-58.623272,10.3607,0.006,2039.763662,0.007843848,194.2420748,0.011037557,9.283287708,1.0725,817.567573,75.25912,"[27, 30, 34, 35, 36]",weak signal; just 2 transits,4.35405,0.078026,1,1.518399954,0.042603,4.49058813,1.1487128,477.6526318,7923,147.92,12.30182945,9.925253,3.13E+34,10.80295768,0.3,100
qlp-s58-tois,QLP,628103717,4074.01,PC,29.4233747,63.9045942,29.42337273,63.90459018,12.684,0.015,2906.2116,0.0013633,3.2175013,6.70E-06,3.2,0.235,11871,453.272,"[18, 24, 25, 52, 58]",found in faint-star QLP search,4.32,0.08,1,1.56,0.2,16.011,2.13317,1580,7932,169.3,1034.94,42,3.32E+34,13.12625768,0.3,100
qlp-s18-faintsearch,QLP,65446983,3662.01,PC,54.4056123,46.8428742,54.40562233,46.84287036,10.704,0.006,1813.713584,0.0030008,9.9908116,0.0020103,3.566,0.256,4620,2.61376,[18],found in faint-star QLP search,,,1,2.02,,13.9288,,0,7934,,335.88,33,5.58E+34,11.14625768,0.3,100
qlp-s64-faintsearch,QLP,377771417,6583.01,PC,154.6986158,-62.7930347,154.6985012,-62.7930242,11.333,0.006,3066.407061,0.0012578,7.447404,1.34E-05,1.479,0.184,6142,369.246,"[10, 11, 36, 37, 63, 64]",found in faint-star QLP search,4.26,0.07,1,1.7,0.05,13.1669,0.647229,894,7936,141,106.276,21,3.95E+34,11.77525768,0.3,100
qlp-s36-faintsearch,QLP,310822679,4872.01,PC,152.9116375,-48.2059276,152.9115892,-48.20591278,12.643,0.006,2302.453868,0.0057138,1.7125104,2.38E-05,3.465,0.581,1810,4.61637,"[9, 10, 36]",found in faint-star QLP search,3.92,0.08,1,2.52,0.13,9.77984,0.779756,2941,7938,146,12427.4,10,8.70E+34,13.08525768,0.3,100
qlp-s65-faintsearch,QLP,330424797,6635.01,PC,211.9693826,-60.6202006,211.9693209,-60.62020253,12.363,0.009,3091.419966,0.0056762,8.6243051,4.58E-05,5.584,1.544,9216,4118.18,"[11, 38, 65]",found in faint-star QLP search,4.39,0.08,1,1.47,0.06,16.2074,3.36431,2076,7944,149.5,3083.68,20,2.97E+34,12.80525768,0.3,100
spoc-s14-s55-b0A-PC,QLP,202563254,1139.01,PC,304.0342446,31.925658,304.0343363,31.9256869,8.862,0.006,2770.262019,0.005931517,4.47804832,4.47E-05,7.441559525,0.19798583,1342.5237,46.21499,"[14, 15, 41, 54, 55]",pulsating star; weak v-shaped signal,4.2,0.08,1,1.826290011,0.0570955,10.54797435,3.3957534,1844.708838,7947,323.7,2736.732284,24.194633,4.59E+34,9.304257675,0.3,100
qlp-s45-ffi,QLP,114516994,5132.01,PC,88.3082309,21.9179366,88.3082216,21.91792513,10.149,0.006,2549.386944,0.0009967,1.5985577,6.47E-05,1.19,0.123,2590,1.576,"[44, 45]",possible odd-even or 200 ppm secondary; v-shaped,4.04,0.08,1,2.2,0.08,11.0534,0.518317,1793,7947,233.4,1717.96,56,6.66E+34,10.59125768,0.3,100
qlp-s63-ffi,SPOC/QLP,151681127,671.01,PC,166.889018,-40.206942,166.8889058,-40.20691751,9.128,0.021,3021.290156,0.0002552,10.1970284,3.40E-06,4.694,0.24,16111,296.181,"[9, 36, 63]",TFOP SB1/APC; likely too large to be planetary,4.21106,0.450146,1,1.82,0.05,23.8452,0.726641,1512,7949,219,869.85,242,4.56E+34,9.570257675,0.3,100
qlp-s17-ffi,QLP,430677414,1507.01,PC,333.6697758,53.2396136,333.6697045,53.23955653,8.417,0.006,1738.93048,0.00115,0.46741,2.00E-05,1.25,0.02,1592.12,446.391,"[16, 17]",high frequency variability in the star; TFOP FP,4.23,0.08,1,1.77,0.06,7.77804,4.12785,5361,7960.5,143.8,137211,53,4.34E+34,8.859257675,0.3,100
qlp-tois-update,QLP,431899140,1596.01,PC,56.2225472,45.5071907,56.22254188,45.50718827,10.089,0.02,2928.934925,0.0030948,1.97656,0.0007,3.102,0.758,1120,4.88661,"[18, 59]",Possible centroid offset to east towards TIC 431899136,3.6,0.1,1,3.62,0.23,13.6974,1.24199,3470,7962.9,130.5,24091.5,21,1.82E+35,10.53125768,0.3,100
qlp-s33-faintsearch,QLP,23725901,4743.01,PC,108.7464946,-0.2429325,108.7464889,-0.242933825,13.08,0.009,2217.210283,0.0036254,6.2185453,5.79E-05,3.122,0.733,7840,29.0341,"[7, 33]",found in faint-star QLP search,4.06,,1,2.14,,19.4459,,1480,7968,123,798.226,14,6.37E+34,13.52225768,0.3,100
qlp-s44-faintsearch,QLP,56457123,5368.01,PC,62.8936363,28.1786286,62.89362634,28.17861007,12.888,0.011,2519.98093,0.0024554,3.612762,0.0003549,2.8,0.21,7510,4.37639,"[43, 44]",found in faint-star QLP search,4.31,0.08,1,1.6,0.06,14.0647,0.679559,1755,7976.9,117.7,1578.1,28,3.57E+34,13.33025768,0.3,100
qlp-s34-tois,SPOC,6276559,2551.01,PC,112.5156225,-11.79048316,112.5156044,-11.79048044,11.7664,0.0094,2244.80572,0.0038666,5.436841,4.54E-05,2.335,0.386,2660,7.75501,"[7, 34]",,4.37685,0.079109,1,1.49,0.06,7.79881,0.551239,1355,7980,137.391,560.394,10,3.10E+34,12.20865768,0.3,100
spoc-s14-s55-b0A-KP,UNKNOWN,158324245,1161.01,KP,286.971198,46.868355,286.971165,46.868275,9.567,0.018,2420.733727,0.000377248,1.763587761,4.02E-07,3.303422338,0.010534378,7801.568793,27.343624,"[14, 15, 26, 40, 41, 53, 54, 55]", KOI-13 b / Kepler-13 A b; SPOC is assuming solar radius,,,1,,,,,2084.402868,7986.1,177.2,4461.158464,325.5916,0,10.00925768,0.3,100
qlp-s39-ffi,QLP,263748033,4422.01,PC,270.0511857,-31.6085503,270.0511728,-31.60859329,9.944,0.006,2383.280147,0.0017139,4.9082538,1.95E-05,4.381,0.387,7340,4.1764,"[13, 39]",Large planet candidate. Crowded field. Potential slight depth-aperture correlation.,4.2,0.08,1,1.83,0.06,15.8039,0.690069,1926,7995,142.5,2285.85,30,4.72E+34,10.38625768,0.3,100
spoc-s58-b0A,QLP,389910188,4007.01,PC,23.6556302,62.3255298,23.65568492,62.32551734,12.47,0.006,2883.264542,0.001277603,4.543187214,0.000418192,3.652106129,0.09947123,11913.00876,363.9993,"[18, 24, 25, 58]",found in faint-star QLP search,4.6,0.1,1,1.156749964,0.041789,13.07039515,0.563194,1467.896338,7998,592.7,1097.24232,25.038292,1.89E+34,12.91225768,0.3,100
qlp-s07-faintsearch,QLP,127328218,4226.01,PC,116.964467,-25.5679455,116.9644254,-25.56793558,11.564,0.006,2963.356258,0.004131384,2.9628955,9.60E-06,1.909,0.408,4610,6.41046,"[7, 34, 61]",found in faint-star QLP search; v-shaped; multiple stars in pixel,,,1,2.04,,14.7038,,0,7998,,1606.41,18,5.87E+34,12.00625768,0.3,100
spoc-s34-b0A,UNKNOWN,81429971,598.01,PC,123.1782092,-42.9350064,123.1782156,-42.93500961,10.136,0.008,2231.2947,0.004220585,3.042691973,0.001006947,4.982284452,0.27327356,1640.298377,102.71818,"[7, 8, 34, 35]",,,,1,1,0,6.158641727,4.467705,2791.169155,8000,174.4,14343.84654,15.972255,1.41E+34,10.57825768,0.3,100
qlp-s38-tois,QLP,371443216,1924.01,KP,147.580009,-66.113899,147.5800667,-66.11392534,8.047,0.018,2358.688506,7.21E-05,2.8240691,5.00E-07,3.808,0.013,8970,0.0125358,"[10, 11, 36, 38]",MASCARA-4 b,4.2,0.32,1,1.84,0.06,17.7861,0.566327,2332,8004.2,205.1,4913.69,591,4.79E+34,8.489257675,0.3,100
qlp-tois-update,QLP,142918609,996.01,PC,119.3499657,-19.5160314,119.3499479,-19.51601475,9.793,0.006,1494.77797,0.00213,14.5378,,6.826,0.499,4040,10.7344,[7],,,,1,2.05,,16.0523,,,8007,,,20,5.96E+34,10.23525768,0.3,100
qlp-s57-faintsearch,QLP,431114892,6215.01,PC,335.0395101,51.5561562,335.0395052,51.55614993,13.045,0.009,2879.050673,0.0012875,2.0323202,4.00E-06,2.786,0.234,8896,324.446,"[16, 17, 56, 57]",found in faint-star QLP search,4.27,,1,1.68,,15.3325,,2345,8011,122,5028.16,30,4.01E+34,13.48725768,0.3,100
qlp-s40-faintsearch,QLP,359469754,5191.01,PC,291.5675868,18.9952873,291.5675847,18.99525784,12.61,0.164,2417.858614,0.0040663,3.0278609,2.76E-05,3.669,0.375,6680,9.49451,"[14, 40]",found in faint-star QLP search,4.17,0.14,1,1.9,0.08,15.5158,0.928047,2237,8032,1134.2,4163.14,15,5.18E+34,13.05225768,0.3,100
qlp-s61-ffi,QLP,259353953,993.01,PC,113.9608835,-15.4994335,113.9608411,-15.49945483,10.063,0.006,2985.812048,0.0021423,1.4635019,3.50E-06,1.518,0.367,914,57.3358,"[7, 34, 61]",v-shaped,4.28,0.08,1,1.67,0.05,4.75869,0.251543,2226,8035,150.8,4081.06,21,4.01E+34,10.50525768,0.3,100
spoc-s34-b02,SPOC,412259468,3357.01,PC,110.3908548,-21.93839976,110.3908354,-21.93838987,11.0285,0.0118,2229.684104,0.001988834,2.653577693,0.000382597,2.101491443,0.36249954,1446.27536,105.75453,[34],centroid plot failed,4.26402,0.0793857,1,1.70185,0.0645226,6.685956001,2.0409603,2138.361887,8037,156.255,4941.352343,11.642596,4.17E+34,11.47075768,0.3,100
spoc-s61-b0A,QLP,419148828,2857.01,PC,120.6145177,-35.4857199,120.6145224,-35.48570788,12.464,0.007,2962.905816,0.002517758,0.621603115,0.000108277,1.157071577,0.13818881,2344.624976,363.59625,"[7, 8, 34, 61]",found in faint-star QLP search; possible secondary; period updated to 2x alerted period (0.3 days) with spoc-s61-b0A,4.37,0.08,1,1.508479953,0.0535025,8.643954659,0.9599996,3263.44407,8038,141.3,26805.6102,8.440942,3.28E+34,12.90625768,0.3,100
spoc-s58-b02,SPOC,245392284,6030.01,KP,38.36918988,56.02570774,38.36916482,56.02570797,11.9004,0.0099,2883.279834,0.001802931,1.74428305,0.000203448,2.19283721,0.099414065,7445.247905,382.5108,[58],GPX-1 b; BD,4.31943,0.0718579,1,1.600800037,0.0610603,15.38981949,0.76149726,2383.756344,8039,143.62,7630.771499,16.365398,3.69E+34,12.34265768,0.3,100
spoc-s37-b0A,QLP,324395151,1989.01,PC,176.866391,-64.882988,176.8663434,-64.88297522,10.122,0.019,2309.575644,0.000905487,3.455147904,0.000239691,5.744470404,0.070289016,5191.726001,88.83485,"[10, 37]",spoc assuming solar radius; likely too large to be planetary if host is B8II,4.12,1.5,1,,,,,1205.646182,8046.5,252.7,499.3447666,30.213356,0,10.56425768,0.3,100
qlp-s67-ffi,SPOC/QLP,409934330,1114.01,PC,302.147845,-71.552463,302.1477276,-71.55244322,7.912,0.018,3148.616195,0.0004824,2.4887726,1.40E-06,2.632,0.07,4852,79.8358,"[13, 27, 67]",Gaia DR2 Rstar=3.577 Rsun; companion possibly too large to be planetary; TFOP APC/BEB,4.438,0,1,,0,,,1344.95318,8048,0,773.3029498,78,0,8.354257675,0.3,100
qlp-s11-reprocessed,QLP,141663464,1962.01,PC,228.62915,-43.387042,228.6291095,-43.38708539,7.149,0.018,1601.34368,0.00078,1.76447,0.00012,2.749,0.331,2640,0.633562,[11],TFOP FP; transit signal is coming from 141663460,3.3,0.5,1,5.08,,27.921,,3207,8049,395.5,17578.1,55,3.74E+35,7.591257675,0.3,100
qlp-s47-faintsearch,QLP,137543637,5576.01,PC,136.2208627,79.3552228,136.2214294,79.35510392,12.574,0.007,2605.677896,0.0015318,1.2833113,5.40E-06,1.353,0.191,4450,8.9606,"[20, 40, 47]",found in faint-star QLP search,4.49,0.08,1,1.32,0.05,9.39506,0.560254,2118,8055,120.7,3343.46,12,2.53E+34,13.01625768,0.3,100
qlp-s36-ffi,QLP,78775584,2811.01,PC,143.4666215,-42.7149081,143.4665426,-42.71487425,10.722,0.007,2302.160259,0.0040355,5.5553784,3.48E-05,2.256,0.334,1050,2.45627,"[9, 35, 36]",evolved host star,3.57,0.08,1,3.79,0.15,13.2411,0.842573,1357,8058,137.3,564.535,12,2.09E+35,11.16425768,0.3,100
qlp-s45-faintsearch,QLP,5800958,5429.01,PC,78.9885132,22.0749728,78.9884942,22.07495525,11.97,0.016,2545.884668,0.0059403,4.2318085,0.0005616,2.558,0.364,1780,4.4521,"[43, 44, 45]",found in faint-star QLP search,4.17,0.08,1,1.91,0.09,7.88895,0.591489,1614,8064,170.6,1128.72,9,5.32E+34,12.41225768,0.3,100
qlp-s37-faintsearch,QLP,457789844,4903.01,PC,158.216404,-59.8804009,158.2163442,-59.88041195,12.393,0.008,2331.925466,0.0028879,4.9142901,3.26E-05,4.595,0.315,5270,4.79532,"[10, 36, 37]",crowded; found in faint-star QLP search,4.27,0.07,1,1.7,0.07,12.5243,0.634002,1962,8065,150.5,2462.94,18,4.22E+34,12.83525768,0.3,100
qlp-s36-ffi,QLP,146244533,3358.01,PC,133.542127,-48.072809,133.5420315,-48.07279182,10.513,0.018,2296.556389,0.0022374,8.8088443,3.58E-05,4.411,0.582,3550,7.18568,"[8, 9, 35, 36]",possible centroid shift to E,4.37,0.53,1,1.58,0.05,10.7596,0.583036,1985,8072,235.3,2579.38,32,3.65E+34,10.95525768,0.3,100
qlp-s40-faintsearch,QLP,68453985,5186.01,PC,291.5897753,17.0635958,291.5897759,17.06358026,12.243,0.017,2416.39218,0.0010426,2.503254,1.08E-05,2.828,0.134,9960,3.53245,"[14, 40]",found in faint-star QLP search,4.25,0.08,1,1.73,0.06,17.5644,0.750468,2120,8076,180.8,3356.68,20,4.39E+34,12.68525768,0.3,100
qlp-s18-ffi,QLP,312259170,1529.01,PC,11.0427714,59.4645016,11.04277504,59.4644976,10.405,0.031,1764.94054,0.00115,0.8229,3.00E-05,2.068,0.213,2660,4.5744,"[17, 18]",Some odd-even,3.8,0.09,1,,,,,4343,8078,156.3,59083,61,0,10.84725768,0.3,100
qlp-s07-faintsearch,QLP,271035369,2823.01,PC,125.1798383,-25.6914764,125.1798235,-25.69146603,12.12,0.006,2244.237438,0.0007397,4.7962078,6.20E-06,3.328,0.274,21130,15.9563,"[7, 8, 34]",no radius; found in faint-star QLP search,,,1,,,,,1813,8083.5,519.6,1796.66,58,0,12.56225768,0.3,100
spoc-s61-b0A,QLP,231559817,4836.01,PC,127.690441,-27.408239,127.690441,-27.408239,11.031,0.031,2965.74527,0.001752966,5.103509138,0.000674204,3.719089609,0.15555067,3718.472272,199.67812,"[8, 34, 35, 61]",found in faint-star QLP search; stellar parameters and planet radius from qlp-s08-ffi since spoc-s61-b0A is assuming solar radius; variable host; multiple stars in pixel,4.1,1.42,1,2.07,1.46,13.7067,9.67955,1058.650135,8086,221,296.8457469,18.135302,6.32E+34,11.47325768,0.3,100
spoc-s14-s55-b02,SPOC,294283951,6084.01,PC,301.7524872,50.34801343,301.7525012,50.34803003,11.7056,0.0099,2422.141727,0.003066902,4.372406283,4.69E-05,1.414838759,0.28113922,1642.195033,281.2538,"[41, 54, 55]",v-shaped,4.28307,0.0751696,1,1.677770019,0.0627135,10.7278887,29.522633,1806.154946,8096,140.794,2515.017554,8.109731,4.17E+34,12.14785768,0.3,100
qlp-s36-tois,QLP,295093397,2901.01,PC,140.6095529,-52.0436453,140.609503,-52.04362225,11.936,0.007,2303.994531,0.0010217,4.6086828,1.00E-05,4.283,0.121,13990,3.28565,"[9, 10, 35, 36]",found in faint-star QLP search,4.26,0.08,1,1.72,0.07,20.3715,0.858242,1907,8097,145.3,2197.47,50,4.39E+34,12.37825768,0.3,100
qlp-s25-faintsearch,QLP,279769094,4047.01,PC,351.6051655,68.0360757,351.6051143,68.03607041,13.028,0.03,2003.440869,0.0064399,4.5029619,0.0001865,4.169,0.631,2890,7.00385,"[17, 18, 24, 25]",found in faint-star QLP search,4.24,,1,1.77,,9.44788,,2010,8103,122,2710.22,11,4.66E+34,13.47025768,0.3,100
qlp-s41-faintsearch,QLP,30791047,5222.01,PC,289.7095038,31.6481927,289.7095012,31.64817452,11.317,0.012,2435.553446,0.00347,13.3057762,0.0001522,5.5,0.501,3700,4.02334,"[14, 40, 41]",found in faint-star QLP search; variable star,4.02,0.08,1,2.26,0.11,13.7171,0.827885,1321,8104,153.6,505.593,10,7.60E+34,11.75925768,0.3,100
qlp-s58-faintsearch,QLP,192487723,6313.01,PC,46.504301,47.4613878,46.50429199,47.46138949,13.426,0.01,2906.770206,0.0081004,4.9570983,6.18E-05,6.687,0.986,4860,346.803,"[18, 58]",found in faint-star QLP search,3.9,,1,2.62,,15.9349,,2417,8120.6,35,5671.62,13,1.03E+35,13.86825768,0.3,100
qlp-s66-ffi,SPOC,350575997,4386.01,PC,246.6213719,-63.45784432,246.6213676,-63.45787894,9.7688,0.006,3122.322631,0.0021026,2.0134389,4.80E-06,1.211,0.236,821,91.3856,"[12, 39, 66]",possible odd-even; centroid between target and other stars,4.24828,0.0766255,1,1.75,0.06,5.85423,0.351377,1657,8127,143.048,1252.91,14,4.61E+34,10.21105768,0.3,100
qlp-s57-tois,QLP,395142888,1362.01,PC,335.3008552,59.5608216,335.3008447,59.56081401,9.774,0.032,2878.416822,0.0020314,1.917366,6.10E-06,1.436,0.845,647,109.874,"[16, 17, 24, 57]",Variable star; crowded field; v-shaped,,,1,7.39,,19.7712,,2357,8129,122,5127.51,15,8.22E+35,10.21625768,0.3,100
qlp-s33-faintsearch,QLP,269190305,4717.01,PC,105.7374128,-0.8033358,105.7374141,-0.803339609,13.187,0.01,2219.329857,0.0026693,4.1583367,3.01E-05,3.043,0.315,9610,13.6963,"[7, 33]",found in faint-star QLP search,4.35,,1,1.55,,16.0152,,1736,8131.7,53.4,1509.9,12,3.62E+34,13.62925768,0.3,100
qlp-s57-faintsearch,QLP,202514659,6198.01,PC,6.5218017,49.5991953,6.52179791,49.59917445,11.764,0.006,2877.340535,0.001539,3.6166109,0.0005113,2.711,0.318,7012,244.158,[57],found in faint-star QLP search,4.2,0.09,1,1.85,0.13,14.0162,1.0805,1801,8143,127.5,1746.66,21,5.19E+34,12.20625768,0.3,100
qlp-s25-ffi,QLP,54464870,2115.01,PC,19.5954455,63.5450434,19.59539312,63.54508645,8.293,0.006,1792.69036,0.00937,3.69443,0.00019,4.665,0.559,210,0.400177,[25],potential L1 candidate,4.09,0.08,1,2.11,0.07,3.02321,0.175769,2386,8153,224.6,5384.59,12,6.78E+34,8.735257675,0.3,100
qlp-s14-ffi,QLP,15247229,1188.01,PC,306.7308196,38.9322604,306.7308533,38.9322698,9.887,0.006,1687.19253,0.00166,8.5112,0.00138,3.486,0.185,4172.76,1626.12,[14],Could be on neighbor,4.35,0.08,1,,,,,,8156,169.3,,47,0,10.32925768,0.3,100
qlp-s59-ffi,QLP,116608612,1649.01,PC,85.6632232,35.1857962,85.66320981,35.1857079,9.17,0.006,2930.581372,0.0011497,3.4557842,8.70E-06,2.368,0.445,6115,5213.98,"[19, 43, 44, 45, 59]",TFOP SB1/APC; possibly synchronized; possible secondary; possible centroid offset,4.24,0.08,1,1.78,0.06,20.5846,4.88582,2372,8170,258.8,5261.78,160,4.87E+34,9.612257675,0.3,100
qlp-s59-faintsearch,QLP,267617257,6359.01,PC,63.1650699,50.1589625,63.165074,50.15895045,13.007,0.025,2934.924254,0.0031517,2.4398136,1.18E-05,3.751,0.499,4363,277.599,"[19, 59]",found in faint-star QLP search,4.29,,1,1.67,,11.128,,2587,8184.6,121,7439.71,18,4.32E+34,13.44925768,0.3,100
qlp-s33-faintsearch,QLP,281716779,4739.01,PC,102.5057138,-5.202076775,102.5057004,-5.202062567,10.5293,0.0061,2223.200936,0.0008547,8.1703609,1.66E-05,3.365,0.186,9410,6.60552,"[6, 33]",found in faint-star QLP search; likely inflated hot Jupiter,4.438,0,1,2.1,,22.3829,,0,8190,0,1223.74,55,6.84E+34,10.97155768,0.3,100
qlp-s63-ffi,SPOC,300038935,1228.01,CP,107.843727,-68.833504,107.8436846,-68.83334031,9.081,0.021,3004.167379,0.011088,29.0498314,0.0002648,6.988,1.181,343,15.4461,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 63]",HD 56414 b,4.25979,0.378798,1,1.8,0.05,2.76077,0.136045,1111,8208,222,252.974,20,5.07E+34,9.523257675,0.3,100
qlp-s38-tois,QLP,321802774,3206.01,PC,206.1033976,-64.4965785,206.1032859,-64.49660073,12.627,0.008,2357.915255,0.0038109,1.9405161,1.34E-05,3.344,0.218,5930,6.36378,"[11, 38]",found in faint-star QLP search,4.16,0.08,1,1.94,0.07,15.0354,0.790211,2685,8213,148.7,8627.96,17,5.91E+34,13.06925768,0.3,100
qlp-s39-faintsearch,QLP,217838717,5025.01,PC,261.3651481,-46.9880092,261.3651633,-46.98803157,12.367,0.007,2384.454284,0.001378,2.8846592,7.70E-06,2.783,0.163,12880,4.74726,"[12, 39]",found in faint-star QLP search,4.44,0.08,1,1.42,0.07,16.5935,0.853853,1982,8219,145.9,2563.35,30,3.17E+34,12.80925768,0.3,100
qlp-s56-ffi,QLP,249812036,1378.01,PC,339.7855066,49.4265782,339.7855413,49.42656155,9.624,0.013,2850.624241,0.0005232,5.7785318,5.10E-06,2.348,0.575,4990,8665.45,"[16, 17, 56, 57]",TFOP SB1/APC; too big; V-shaped; ~900 ppm secondary; 2 stars in pixel,3.81,0.07,1,2.92,0.1,42.6903,10.5937,1921,8224,161.9,2264.51,81,1.35E+35,10.06625768,0.3,100
qlp-s38-faintsearch,QLP,307099276,4924.01,PC,179.5245662,-60.773945,179.5245063,-60.77394863,13.003,0.011,2359.002207,0.0037141,3.1467665,2.63E-05,3.359,0.283,5630,9.41992,"[10, 11, 37, 38]",found in faint-star QLP search,,,1,,,,,2146,8232,123,3523.36,12,0,13.44525768,0.3,100
qlp-s08-faintsearch,QLP,149745822,3413.01,PC,116.5383188,-33.4830349,116.5383491,-33.48308984,12.588,0.007,2245.869732,0.002524,4.7114264,1.83E-05,1.502,0.413,5410,1117.91,"[7, 8, 34]",V-shaped; found in faint-star QLP search,4.41,0.07,1,1.47,0.05,15.6522,5.44226,1588,8238,144.9,1055.88,14,3.43E+34,13.03025768,0.3,100
qlp-s63-ffi,QLP,449951606,6279.01,PC,168.2129347,-58.9424436,168.2128653,-58.94243185,10.388,0.007,3032.930262,0.0051966,5.1681189,3.04E-05,3.736,0.88,1759,123.327,"[10, 11, 63]",very crowded field; slight depth aperture correlation,3.67,0.08,1,3.44,0.17,13.3663,0.923549,1850,8254,144.8,1947.87,17,1.89E+35,10.83025768,0.3,100
qlp-s07-ffi,QLP,279999655,959.01,PC,114.01246,4.715091,114.0124564,4.715116061,10.631,0.018,1492.69541,0.00037,1.54104,4.00E-05,1.686,0.046,30644.8,1087.08,[7],,4.09,1.38,1,,,,,2884,8264,300.9,11491.8,145,0,11.07325768,0.3,100
qlp-s62-ffi,QLP,181304295,605.01,PC,130.9196333,-36.6570417,130.9195888,-36.65699692,10.435,0.008,3010.074425,0.0005919,3.3840629,3.00E-06,1.578,0.284,6449,280.888,"[8, 35, 61, 62]",V-shaped transit; slight depth-aperture correlation,,,1,2.12,,16.52,,0,8265,,1009.39,48,7.23E+34,10.87725768,0.3,100
